"","mixture_collection","indiv","repunit","rep_pofz"
"62","JSOES_May2024","90839-063","chinook",1
"63","JSOES_May2024","90839-064","chinook",1
"64","JSOES_May2024","90839-065","chinook",1
"65","JSOES_May2024","90839-066","chinook",1
"66","JSOES_May2024","90839-067","chinook",1
"67","JSOES_May2024","90839-068","chinook",1
"68","JSOES_May2024","90839-069","chinook",1
"69","JSOES_May2024","90839-070","chinook",1
"70","JSOES_May2024","90839-071","chinook",1
"71","JSOES_May2024","90839-072","chinook",1
"72","JSOES_May2024","90839-073","chinook",1
"73","JSOES_May2024","90839-074","chinook",1
"74","JSOES_May2024","90839-075","chinook",1
"75","JSOES_May2024","90839-076","chinook",1
"76","JSOES_May2024","90839-077","chinook",1
"77","JSOES_May2024","90839-078","chinook",1
"78","JSOES_May2024","90839-079","chinook",1
"79","JSOES_May2024","90839-080","chinook",1
"80","JSOES_May2024","90839-081","chinook",1
"81","JSOES_May2024","90839-082","chinook",1
"82","JSOES_May2024","90839-083","chinook",1
"83","JSOES_May2024","90839-084","chinook",1
"84","JSOES_May2024","90839-085","chinook",1
"85","JSOES_May2024","90839-086","chinook",1
"86","JSOES_May2024","90839-087","chinook",1
"87","JSOES_May2024","90839-088","chinook",1
"88","JSOES_May2024","90839-089","chinook",1
"89","JSOES_May2024","90839-090","chinook",1
"90","JSOES_May2024","90839-091","chinook",1
"91","JSOES_May2024","90839-092","chinook",1
"92","JSOES_May2024","90839-093","chinook",1
"93","JSOES_May2024","90839-094","chinook",1
"94","JSOES_May2024","90839-095","chinook",1
"95","JSOES_May2024","90839-096","chinook",1
"96","JSOES_May2024","90839-097","chinook",1
"97","JSOES_May2024","90839-098","chinook",1
"98","JSOES_May2024","90839-099","chinook",1
"99","JSOES_May2024","90839-100","chinook",1
"100","JSOES_May2024","90839-101","chinook",1
"101","JSOES_May2024","90839-102","chinook",1
"102","JSOES_May2024","90839-103","chum",0.995325625929044
"103","JSOES_May2024","90839-104","chinook",1
"104","JSOES_May2024","90839-105","chinook",1
"105","JSOES_May2024","90839-106","chinook",1
"106","JSOES_May2024","90839-107","chinook",1
"107","JSOES_May2024","90839-108","chinook",1
"108","JSOES_May2024","90839-109","chinook",1
"109","JSOES_May2024","90839-110","chinook",1
"110","JSOES_May2024","90839-111","chinook",1
"111","JSOES_May2024","90839-112","chinook",1
"112","JSOES_May2024","90839-113","chinook",1
"113","JSOES_May2024","90839-114","chinook",1
"114","JSOES_May2024","90839-115","chinook",1
"115","JSOES_May2024","90839-116","chinook",1
"116","JSOES_May2024","90839-117","chum",0.99999999717756
"117","JSOES_May2024","90839-118","chinook",1
"118","JSOES_May2024","90839-119","chinook",1
"119","JSOES_May2024","90839-120","chinook",1
"120","JSOES_May2024","90839-121","chinook",1
"121","JSOES_May2024","90839-122","chinook",1
"122","JSOES_May2024","90839-123","chinook",1
"123","JSOES_May2024","90839-124","chinook",1
"124","JSOES_May2024","90839-125","chinook",1
"125","JSOES_May2024","90839-126","chinook",1
"126","JSOES_May2024","90839-127","chinook",1
"127","JSOES_May2024","90839-128","chinook",1
"128","JSOES_May2024","90839-129","chinook",1
"129","JSOES_May2024","90839-130","chinook",1
"130","JSOES_May2024","90839-131","chinook",1
"131","JSOES_May2024","90839-132","chinook",1
"132","JSOES_May2024","90839-133","chinook",1
"133","JSOES_May2024","90839-134","chinook",1
"134","JSOES_May2024","90839-135","chinook",1
"135","JSOES_May2024","90839-136","chinook",1
"136","JSOES_May2024","90839-137","chinook",1
"137","JSOES_May2024","90839-138","chinook",1
"138","JSOES_May2024","90839-139","chinook",1
"139","JSOES_May2024","90839-140","chinook",1
"140","JSOES_May2024","90839-141","chinook",1
"141","JSOES_May2024","90839-142","chinook",1
"142","JSOES_May2024","90839-143","chinook",1
"143","JSOES_May2024","90839-144","chinook",1
"144","JSOES_May2024","90839-145","chinook",1
"145","JSOES_May2024","90839-146","chinook",1
"146","JSOES_May2024","90839-147","chinook",1
"147","JSOES_May2024","90839-148","chinook",1
"148","JSOES_May2024","90839-149","chinook",1
"149","JSOES_May2024","90839-150","chinook",1
"150","JSOES_May2024","90839-151","chinook",1
"151","JSOES_May2024","90839-152","chinook",1
"152","JSOES_May2024","90839-153","chinook",1
"153","JSOES_May2024","90839-154","chinook",1
"154","JSOES_May2024","90839-155","chinook",1
"155","JSOES_May2024","90839-156","chinook",1
"156","JSOES_May2024","90839-157","chinook",1
"157","JSOES_May2024","90839-158","chinook",1
"158","JSOES_May2024","90839-159","chinook",1
"159","JSOES_May2024","90839-160","chinook",1
"160","JSOES_May2024","90839-161","chinook",1
"161","JSOES_May2024","90839-162","chinook",1
"162","JSOES_May2024","90839-163","chinook",1
"163","JSOES_May2024","90839-164","chum",0.920970690150786
"164","JSOES_May2024","90839-165","chinook",1
"165","JSOES_May2024","90839-166","chinook",1
"166","JSOES_May2024","90839-167","chinook",1
"167","JSOES_May2024","90839-168","chinook",1
"168","JSOES_May2024","90839-169","chinook",1
"169","JSOES_May2024","90839-170","chinook",1
"170","JSOES_May2024","90839-171","chinook",1
"171","JSOES_May2024","90839-172","chinook",1
"172","JSOES_May2024","90839-173","chinook",1
"173","JSOES_May2024","90839-174","chinook",1
"174","JSOES_May2024","90839-175","chinook",1
"175","JSOES_May2024","90839-176","chinook",1
"176","JSOES_May2024","90839-177","chinook",1
"177","JSOES_May2024","90839-178","chinook",1
"178","JSOES_May2024","90839-179","chinook",1
"179","JSOES_May2024","90839-180","chinook",1
"180","JSOES_May2024","90839-181","chinook",1
"181","JSOES_May2024","90839-182","chinook",1
"182","JSOES_May2024","90839-183","chinook",1
"183","JSOES_May2024","90839-184","chinook",1
"184","JSOES_May2024","90839-185","chinook",1
"185","JSOES_May2024","90839-186","chinook",1
"186","JSOES_May2024","90839-187","chinook",1
"187","JSOES_May2024","90839-188","chinook",1
"188","JSOES_May2024","90839-189","chinook",1
"189","JSOES_May2024","90839-190","chinook",1
"190","JSOES_May2024","90839-191","chinook",1
"191","JSOES_May2024","90839-192","chinook",1
"192","JSOES_May2024","90839-193","chinook",1
"193","JSOES_May2024","90839-194","chum",0.999999397917189
"194","JSOES_May2024","90839-195","chinook",1
"195","JSOES_May2024","90839-196","chinook",1
"196","JSOES_May2024","90839-197","chinook",1
"197","JSOES_May2024","90839-198","chinook",1
"198","JSOES_May2024","90839-199","chum",0.99999999999904
"199","JSOES_May2024","90839-200","chinook",1
"200","JSOES_May2024","90839-201","chinook",1
"201","JSOES_May2024","90839-202","chinook",1
"202","JSOES_May2024","90839-203","chinook",1
"203","JSOES_May2024","90839-204","chinook",1
"204","JSOES_May2024","90839-205","chinook",1
"205","JSOES_May2024","90839-206","chum",1
"206","JSOES_May2024","90839-207","chinook",1
"207","JSOES_May2024","90839-208","chinook",1
"208","JSOES_May2024","90839-209","chinook",1
"209","JSOES_May2024","90839-210","chinook",1
"210","JSOES_May2024","90839-211","chinook",1
"211","JSOES_May2024","90839-212","chinook",1
"212","JSOES_May2024","90839-213","chum",0.999999999999627
"213","JSOES_May2024","90839-214","chinook",1
"214","JSOES_May2024","90839-215","chinook",1
"215","JSOES_May2024","90839-216","chinook",1
"216","JSOES_May2024","90839-217","chinook",1
"217","JSOES_May2024","90839-218","chinook",1
"218","JSOES_May2024","90839-219","chinook",1
"219","JSOES_May2024","90839-220","chinook",1
"220","JSOES_May2024","90839-221","chinook",1
"221","JSOES_May2024","90839-222","chinook",1
"222","JSOES_May2024","90839-223","chinook",1
"223","JSOES_May2024","90839-224","chinook",1
"224","JSOES_May2024","90839-225","chinook",1
"225","JSOES_May2024","90839-226","chinook",1
"226","JSOES_May2024","90839-227","chinook",1
"227","JSOES_May2024","90839-228","chinook",1
"228","JSOES_May2024","90839-229","chinook",1
"229","JSOES_May2024","90839-230","chinook",1
"230","JSOES_May2024","90839-231","chinook",1
"231","JSOES_May2024","90839-232","chum",0.999999999999862
"232","JSOES_May2024","90839-233","chinook",1
"233","JSOES_May2024","90839-234","chinook",1
"234","JSOES_May2024","90839-235","sockeye",1
"235","JSOES_May2024","90839-236","chinook",1
"236","JSOES_May2024","90839-237","chinook",1
"237","JSOES_May2024","90839-238","chinook",1
"238","JSOES_May2024","90839-239","chinook",1
"239","JSOES_May2024","90839-240","chinook",1
"240","JSOES_May2024","90839-241","chinook",1
"241","JSOES_May2024","90839-242","chinook",1
"242","JSOES_May2024","90839-243","chinook",1
"243","JSOES_May2024","90839-244","chinook",1
"244","JSOES_May2024","90839-245","chinook",1
"245","JSOES_May2024","90839-246","chinook",1
"246","JSOES_May2024","90839-247","chinook",1
"247","JSOES_May2024","90839-248","chinook",1
"248","JSOES_May2024","90839-249","chum",1
"249","JSOES_May2024","90839-250","chinook",1
"250","JSOES_May2024","90839-251","chinook",1
"251","JSOES_May2024","90839-252","chinook",1
"252","JSOES_May2024","90839-253","chinook",1
"253","JSOES_May2024","90839-254","chum",0.99998406976301
"254","JSOES_May2024","90839-255","chinook",1
"255","JSOES_May2024","90839-256","chinook",1
"256","JSOES_May2024","90839-257","chinook",1
"257","JSOES_May2024","90839-258","chinook",1
"258","JSOES_May2024","90839-259","chum",1
"259","JSOES_May2024","90839-260","chinook",1
"260","JSOES_May2024","90839-261","chinook",1
"261","JSOES_May2024","90839-262","chinook",1
"262","JSOES_May2024","90839-263","chinook",1
"263","JSOES_May2024","90839-264","chinook",1
"264","JSOES_May2024","90839-265","chinook",1
"265","JSOES_May2024","90839-266","chinook",1
"266","JSOES_May2024","90839-267","chinook",1
"267","JSOES_May2024","90839-268","chinook",1
"268","JSOES_May2024","90839-269","chinook",1
"269","JSOES_May2024","90839-270","chinook",1
"270","JSOES_May2024","90839-271","chinook",1
"271","JSOES_May2024","90839-272","chinook",1
"272","JSOES_May2024","90839-273","chinook",1
"273","JSOES_May2024","90839-274","chinook",1
"274","JSOES_May2024","90839-275","chinook",1
"275","JSOES_May2024","90839-276","chinook",1
"276","JSOES_May2024","90839-277","chum",0.999999999999373
"277","JSOES_May2024","90839-278","chinook",1
"278","JSOES_May2024","90839-279","chinook",1
"279","JSOES_May2024","90839-280","chinook",1
"280","JSOES_May2024","90839-281","chinook",1
"281","JSOES_May2024","90839-282","chinook",1
"282","JSOES_May2024","90839-283","chinook",1
"283","JSOES_May2024","90839-284","chinook",1
"284","JSOES_May2024","90839-285","chinook",1
"285","JSOES_May2024","90839-286","chinook",1
"286","JSOES_May2024","90839-287","chinook",1
"287","JSOES_May2024","90839-288","chinook",1
"288","JSOES_May2024","90839-289","chinook",1
"289","JSOES_May2024","90839-290","chinook",1
"290","JSOES_May2024","90839-291","chinook",1
"291","JSOES_May2024","90839-292","chinook",1
"292","JSOES_May2024","90839-293","chinook",1
"293","JSOES_May2024","90839-294","chinook",1
"294","JSOES_May2024","90839-295","chinook",1
"295","JSOES_May2024","90839-296","chinook",1
"296","JSOES_May2024","90839-297","chum",0.999999999999881
"297","JSOES_May2024","90839-298","chinook",1
"298","JSOES_May2024","90839-299","chinook",1
"299","JSOES_May2024","90839-300","chinook",1
"300","JSOES_May2024","90839-301","chinook",1
"301","JSOES_May2024","90839-302","chinook",1
"302","JSOES_May2024","90839-303","chum",0.999999999293235
"303","JSOES_May2024","90839-304","chinook",1
"304","JSOES_May2024","90839-305","chinook",1
"305","JSOES_May2024","90839-306","chinook",1
"306","JSOES_May2024","90839-307","chinook",1
"307","JSOES_May2024","90839-308","chinook",1
"308","JSOES_May2024","90839-309","chinook",1
"309","JSOES_May2024","90839-310","chinook",1
"310","JSOES_May2024","90839-311","chinook",1
"311","JSOES_May2024","90839-312","chinook",1
"312","JSOES_May2024","90839-313","chinook",1
"313","JSOES_May2024","90839-314","chinook",1
"314","JSOES_May2024","90839-315","chinook",1
"315","JSOES_May2024","90839-316","chinook",1
"316","JSOES_May2024","90839-317","chinook",1
"317","JSOES_May2024","90839-318","chinook",1
"318","JSOES_May2024","90839-319","chinook",1
"319","JSOES_May2024","90839-320","chinook",1
"320","JSOES_May2024","90839-321","chinook",1
"321","JSOES_May2024","90839-322","chinook",1
"322","JSOES_May2024","90839-323","chinook",1
"323","JSOES_May2024","90839-324","chinook",1
"324","JSOES_May2024","90839-325","chinook",1
"325","JSOES_May2024","90839-326","chinook",1
"326","JSOES_May2024","90839-327","chinook",1
"327","JSOES_May2024","90839-328","chinook",1
"328","JSOES_May2024","90839-329","chinook",1
"329","JSOES_May2024","90839-330","chinook",1
"330","JSOES_May2024","90839-331","chinook",1
"331","JSOES_May2024","90839-332","chinook",1
"332","JSOES_May2024","90839-333","chinook",1
"333","JSOES_May2024","90839-334","chinook",1
"334","JSOES_May2024","90839-335","chinook",1
"335","JSOES_May2024","90839-336","chinook",1
"336","JSOES_May2024","90839-337","chinook",1
"337","JSOES_May2024","90839-338","chinook",1
"338","JSOES_May2024","90839-339","chinook",1
"339","JSOES_May2024","90839-340","chinook",1
"340","JSOES_May2024","90839-341","chinook",1
"341","JSOES_May2024","90839-342","chinook",1
"342","JSOES_May2024","90839-343","chinook",1
"343","JSOES_May2024","90839-344","chinook",1
"344","JSOES_May2024","90839-345","chinook",1
"345","JSOES_May2024","90839-346","chum",0.999999999993838
"346","JSOES_May2024","90839-347","chinook",1
"347","JSOES_May2024","90839-348","chinook",1
"348","JSOES_May2024","90839-349","chinook",1
"349","JSOES_May2024","90839-350","chinook",1
"350","JSOES_May2024","90839-351","chinook",1
"351","JSOES_May2024","90839-352","chinook",1
"352","JSOES_May2024","90839-353","chinook",1
"353","JSOES_May2024","90839-354","chinook",1
"354","JSOES_May2024","90839-355","chinook",1
"355","JSOES_May2024","90839-356","chinook",1
"356","JSOES_May2024","90839-357","chinook",1
"357","JSOES_May2024","90839-358","chinook",1
"358","JSOES_May2024","90839-359","chinook",1
"359","JSOES_May2024","90839-360","chinook",1
"360","JSOES_May2024","90839-361","chinook",1
"361","JSOES_May2024","90839-362","chinook",1
"362","JSOES_May2024","90839-363","chinook",1
"363","JSOES_May2024","90839-364","chinook",1
"364","JSOES_May2024","90839-365","chinook",1
"365","JSOES_May2024","90839-366","chinook",1
"366","JSOES_May2024","90839-367","chinook",1
"367","JSOES_May2024","90839-368","chinook",1
"368","JSOES_May2024","90839-369","chum",0.523743255489714
"369","JSOES_May2024","90839-370","chinook",1
"370","JSOES_May2024","90839-371","chinook",1
"371","JSOES_May2024","90839-372","chinook",1
"372","JSOES_May2024","90839-373","chinook",1
"373","JSOES_May2024","90839-374","chinook",1
"374","JSOES_May2024","90839-375","chinook",1
"375","JSOES_May2024","90839-376","chinook",1
"376","JSOES_May2024","90839-377","chinook",1
"377","JSOES_May2024","90839-378","chinook",1
"378","JSOES_May2024","90839-379","chinook",1
"379","JSOES_May2024","90839-380","chinook",1
"380","JSOES_May2024","90839-381","chinook",1
"381","JSOES_May2024","90839-382","chinook",1
"382","JSOES_May2024","90839-383","chinook",1
"383","JSOES_May2024","90839-384","chinook",1
"384","JSOES_May2024","90839-385","chinook",1
"385","JSOES_May2024","90839-386","chinook",1
"386","JSOES_May2024","90839-387","chinook",1
"387","JSOES_May2024","90839-388","chinook",1
"388","JSOES_May2024","90839-389","chinook",1
"389","JSOES_May2024","90839-390","chinook",1
"390","JSOES_May2024","90839-391","chinook",1
"391","JSOES_May2024","90839-392","chinook",1
"392","JSOES_May2024","90839-393","chinook",1
"393","JSOES_May2024","90839-394","chinook",1
"394","JSOES_May2024","90839-395","chinook",1
"395","JSOES_May2024","90839-396","chum",0.999999999999829
"396","JSOES_May2024","90839-397","chinook",1
"397","JSOES_May2024","90839-398","chinook",1
"398","JSOES_May2024","90839-399","chinook",1
"399","JSOES_May2024","90839-400","chinook",1
"400","JSOES_May2024","90839-401","chinook",1
"401","JSOES_May2024","90839-402","chinook",1
"402","JSOES_May2024","90839-403","chinook",1
"403","JSOES_May2024","90839-404","chinook",1
"404","JSOES_May2024","90839-405","chinook",1
"405","JSOES_May2024","90839-407","chinook",1
"406","JSOES_May2024","90839-408","chinook",1
"407","JSOES_May2024","90839-409","chinook",1
"408","JSOES_May2024","90839-410","chinook",1
"409","JSOES_May2024","90839-411","chinook",1
"410","JSOES_May2024","90839-412","chinook",1
"411","JSOES_May2024","90839-413","chinook",1
"412","JSOES_May2024","90839-414","chinook",1
"413","JSOES_May2024","90839-415","chinook",1
"414","JSOES_May2024","90839-416","chinook",1
"415","JSOES_May2024","90839-417","chinook",1
"416","JSOES_May2024","90839-418","chinook",1
"417","JSOES_May2024","90839-419","chinook",1
"418","JSOES_May2024","90839-420","chinook",1
"419","JSOES_May2024","90839-421","chinook",1
"420","JSOES_May2024","90839-422","chinook",1
"421","JSOES_May2024","90839-423","chinook",1
"422","JSOES_May2024","90839-424","chinook",1
"423","JSOES_May2024","90839-425","chinook",1
"424","JSOES_May2024","90839-426","chinook",1
"425","JSOES_May2024","90839-427","chinook",1
"426","JSOES_May2024","90839-428","chinook",1
"427","JSOES_May2024","90839-429","chinook",1
"428","JSOES_May2024","90839-430","chinook",1
"429","JSOES_May2024","90839-431","chinook",1
"430","JSOES_May2024","90839-432","chinook",1
"431","JSOES_May2024","90839-433","chinook",1
"432","JSOES_May2024","90839-434","chinook",1
"433","JSOES_May2024","90839-435","chinook",1
"434","JSOES_May2024","90839-436","chinook",1
"435","JSOES_May2024","90839-437","chinook",1
"436","JSOES_May2024","90839-438","chinook",1
"437","JSOES_May2024","90839-439","chinook",1
"438","JSOES_May2024","90839-440","chinook",1
"439","JSOES_May2024","90839-441","chinook",1
"440","JSOES_May2024","90839-442","chinook",1
"441","JSOES_May2024","90839-443","chinook",1
"442","JSOES_May2024","90839-444","chinook",1
"443","JSOES_May2024","90839-445","chinook",1
"444","JSOES_May2024","90839-446","chinook",1
"445","JSOES_May2024","90839-447","chinook",1
"446","JSOES_May2024","90839-448","chinook",1
"447","JSOES_May2024","90839-449","chinook",1
"448","JSOES_May2024","90839-450","chinook",1
"449","JSOES_May2024","90839-451","chinook",1
"450","JSOES_May2024","90839-452","chinook",1
"451","JSOES_May2024","90839-453","chinook",1
"452","JSOES_May2024","90839-454","chinook",1
"453","JSOES_May2024","90839-455","chinook",1
"454","JSOES_May2024","90839-456","chinook",1
"455","JSOES_May2024","90839-457","chinook",1
"456","JSOES_May2024","90839-458","chinook",1
"457","JSOES_May2024","90839-459","chinook",1
"458","JSOES_May2024","90839-460","chinook",1
"459","JSOES_May2024","90839-461","chinook",1
"460","JSOES_May2024","90839-462","chinook",1
"461","JSOES_May2024","90839-463","chinook",1
"462","JSOES_May2024","90839-464","chinook",1
"463","JSOES_May2024","90839-465","chum",0.999999999999996
"464","JSOES_May2024","90839-466","chinook",1
"465","JSOES_May2024","90839-467","chinook",1
"466","JSOES_May2024","90839-468","chinook",1
"467","JSOES_May2024","90839-469","chinook",1
"468","JSOES_May2024","90839-470","chinook",1
"469","JSOES_May2024","90839-471","chinook",1
"470","JSOES_May2024","90839-472","chinook",1
"471","JSOES_May2024","90839-473","chinook",1
"472","JSOES_May2024","90839-474","chinook",1
"473","JSOES_May2024","90839-475","chinook",1
"474","JSOES_May2024","90839-476","chinook",1
"475","JSOES_May2024","90839-477","chinook",1
"476","JSOES_May2024","90839-478","chinook",1
"477","JSOES_May2024","90839-479","chinook",1
"478","JSOES_May2024","90839-480","chinook",1
"479","JSOES_May2024","90839-481","chinook",1
"480","JSOES_May2024","90839-482","chinook",1
"481","JSOES_May2024","90839-483","chinook",1
"482","JSOES_May2024","90839-484","chinook",1
"483","JSOES_May2024","90839-485","chinook",1
"484","JSOES_May2024","90839-486","chinook",1
"485","JSOES_May2024","90839-487","chinook",1
"486","JSOES_May2024","90839-488","chinook",1
"487","JSOES_May2024","90839-489","chinook",1
"488","JSOES_May2024","90839-490","chinook",1
"489","JSOES_May2024","90839-492","chinook",1
"490","JSOES_May2024","90839-493","chinook",1
"491","JSOES_May2024","90839-494","chinook",1
"492","JSOES_May2024","90839-496","chinook",1
"493","JSOES_May2024","90839-497","chinook",1
"494","JSOES_May2024","90839-498","chinook",1
"495","JSOES_May2024","90839-499","chinook",1
"496","JSOES_May2024","90839-500","chinook",1
"497","JSOES_May2024","90839-501","chinook",1
"498","JSOES_May2024","90839-502","chinook",1
"499","JSOES_May2024","90839-503","chinook",1
"500","JSOES_May2024","90839-504","chinook",1
"501","JSOES_May2024","90839-505","chinook",1
"502","JSOES_May2024","90839-506","chinook",1
"503","JSOES_May2024","90839-507","chinook",1
"504","JSOES_May2024","90839-508","chinook",1
"505","JSOES_May2024","90839-509","chum",0.967897591903559
"506","JSOES_May2024","90839-510","chinook",1
"507","JSOES_May2024","90839-511","chinook",1
"508","JSOES_May2024","90839-512","chinook",1
"509","JSOES_May2024","90839-513","chinook",1
"510","JSOES_May2024","90839-514","chinook",1
"511","JSOES_May2024","90839-515","chinook",1
"512","JSOES_May2024","90839-516","chinook",1
"513","JSOES_May2024","90839-517","chinook",1
"514","JSOES_May2024","90839-518","chinook",1
"515","JSOES_May2024","90839-519","chinook",1
"516","JSOES_May2024","90839-520","chinook",1
"517","JSOES_May2024","90839-521","chinook",1
"518","JSOES_May2024","90839-522","chinook",1
"519","JSOES_May2024","90839-523","chinook",1
"520","JSOES_May2024","90839-524","chinook",1
"521","JSOES_May2024","90839-525","chinook",1
"522","JSOES_May2024","90839-526","chinook",1
"523","JSOES_May2024","90839-527","chinook",1
"524","JSOES_May2024","90839-528","chinook",1
"525","JSOES_May2024","90839-529","chinook",1
"526","JSOES_May2024","90839-530","chinook",1
"527","JSOES_May2024","90839-531","chinook",1
"528","JSOES_May2024","90839-532","chinook",1
"529","JSOES_May2024","90839-533","chinook",1
"530","JSOES_May2024","90839-534","chinook",1
"531","JSOES_May2024","90839-535","chinook",1
"532","JSOES_May2024","90839-536","chinook",1
"533","JSOES_May2024","90839-537","chinook",1
"534","JSOES_May2024","90839-538","chinook",1
"535","JSOES_May2024","90839-539","chinook",1
"536","JSOES_May2024","90839-540","chinook",1
"537","JSOES_May2024","90839-541","chinook",1
"538","JSOES_May2024","90839-542","chinook",1
"539","JSOES_May2024","90839-543","chinook",1
"540","JSOES_May2024","90839-544","chinook",1
"541","JSOES_May2024","90839-545","chinook",1
"542","JSOES_May2024","90839-546","chinook",1
"543","JSOES_May2024","90839-547","chinook",1
"544","JSOES_May2024","90839-548","chinook",1
"545","JSOES_May2024","90839-549","chinook",1
"546","JSOES_May2024","90839-550","chinook",1
"547","JSOES_May2024","90839-551","chinook",1
"548","JSOES_May2024","90839-552","chinook",1
"549","JSOES_May2024","90839-553","chinook",1
"550","JSOES_May2024","90839-554","chinook",1
"551","JSOES_May2024","90839-556","chinook",1
"552","JSOES_May2024","90839-557","chinook",1
"553","JSOES_May2024","90839-558","chinook",1
"554","JSOES_May2024","90839-559","chinook",1
"555","JSOES_May2024","90839-560","chinook",1
"556","JSOES_May2024","90839-561","chinook",1
"557","JSOES_May2024","90839-562","chinook",1
"558","JSOES_May2024","90839-563","chinook",1
"559","JSOES_May2024","90839-564","chinook",1
"560","JSOES_May2024","90839-565","chinook",1
"561","JSOES_May2024","90839-566","chinook",1
"562","JSOES_May2024","90839-567","chinook",1
"563","JSOES_May2024","90839-568","chinook",1
"564","JSOES_May2024","90839-569","chinook",1
"565","JSOES_May2024","90839-570","chinook",1
"566","JSOES_May2024","90839-571","chinook",1
"567","JSOES_May2024","90839-572","chinook",1
"568","JSOES_May2024","90839-573","chinook",1
"569","JSOES_May2024","90839-574","chinook",1
"570","JSOES_May2024","90839-575","chinook",1
"571","JSOES_May2024","90839-576","chinook",1
"572","JSOES_May2024","90839-577","chinook",1
"573","JSOES_May2024","90839-578","chinook",1
"574","JSOES_May2024","90839-579","chinook",1
"575","JSOES_May2024","90839-580","chinook",1
"576","JSOES_May2024","90839-581","chinook",1
"577","JSOES_May2024","90839-582","chinook",1
"578","JSOES_May2024","90839-583","chinook",1
"579","JSOES_May2024","90839-584","chinook",1
"580","JSOES_May2024","90839-585","chinook",1
"581","JSOES_May2024","90839-586","chinook",1
"582","JSOES_May2024","90839-587","chinook",1
"583","JSOES_May2024","90839-588","chinook",1
"584","JSOES_May2024","90839-589","chinook",1
"585","JSOES_May2024","90839-590","chinook",1
"586","JSOES_May2024","90839-591","chinook",1
"587","JSOES_May2024","90839-592","chinook",1
"588","JSOES_May2024","90839-593","chinook",1
"589","JSOES_May2024","90839-594","chinook",1
"590","JSOES_May2024","90839-595","chinook",1
"591","JSOES_May2024","90839-596","chinook",1
"592","JSOES_May2024","90839-597","chinook",1
"593","JSOES_May2024","90839-598","chinook",1
"594","JSOES_May2024","90839-599","chinook",1
"595","JSOES_May2024","90839-600","chinook",1
"596","JSOES_May2024","90839-601","chinook",1
"597","JSOES_May2024","90839-602","chinook",1
"598","JSOES_May2024","90839-603","chinook",1
"599","JSOES_May2024","90839-604","chinook",1
"600","JSOES_May2024","90839-605","chinook",1
"601","JSOES_May2024","90839-606","chinook",1
"602","JSOES_May2024","90839-607","chinook",1
"603","JSOES_May2024","90839-608","chum",1
